language_group,manual_review_flag,manual_review_cues,manual_review_fields,id,node_id,name,full_name,html_url,description,language,stargazers_count,watchers_count,forks_count,open_issues_count,archived,fork,has_issues,private,created_at,updated_at,pushed_at,default_branch,owner_login,owner_type,license_spdx_id,source_file,source_record_index,quality_screen_status,quality_screen_intended_use,quality_screen_pass,quality_screen_score,quality_screen_threshold,quality_screen_failure_reasons,quality_check_not_manual_review_flagged,quality_check_recent_maintenance,quality_check_issue_usage,quality_check_engineering_workflow,quality_recent_push_cutoff_date,quality_open_issues_threshold,quality_signal_has_tests,quality_signal_has_ci,quality_signal_has_community_health_files,quality_signal_matched_test_paths,quality_signal_matched_ci_paths,quality_signal_matched_community_health_paths,quality_tree_truncated,quality_tree_path_count,quality_signal_snapshot_file,quality_screen_error_type,quality_screen_error_message,quality_screen_error_status_code,quality_screen_error_retryable,quality_screen_error_attempts,enrichment_input_file,enrichment_input_record_index,repository_full_name,target_language,language_stats,target_language_bytes,total_language_bytes,target_language_share,language_threshold,language_threshold_pass,default_branch_commit_count_in_window,closed_issue_count_in_window,closed_issue_count_available,enrichment_status,enrichment_failure_reason
JavaScript,True,boilerplate,topics,50586840,MDEwOlJlcG9zaXRvcnk1MDU4Njg0MA==,mjml,mjmlio/mjml,https://github.com/mjmlio/mjml,MJML: the only framework that makes responsive-email easy,JavaScript,18033,18033,982,74,False,False,True,False,2016-01-28T14:04:05Z,2026-04-28T13:51:24Z,2026-04-28T13:08:21Z,master,mjmlio,Organization,MIT,data\raw\candidate_repos\javascript_candidates_raw.json,232,screened,final_sample_only,True,3,3,,False,True,True,True,2025-01-01,5,True,True,True,packages/mjml-core/tests;packages/mjml-core/tests/.eslintrc;packages/mjml-core/tests/jsonToXml.test.js;packages/mjml-core/tests/mergeOutlookConditionnals.test.js;packages/mjml-core/tests/minifyOutlookConditionnals.test.js;packages/mjml-core/tests/shorthandParser.test.js;packages/mjml-core/tests/skeleton.test.js;packages/mjml-core/tests/widthParser.test.js;packages/mjml-parser-xml/test;packages/mjml-parser-xml/test/incl.mjml,.github/workflows/build-documentation.yml;.github/workflows/mjml-workflow.yml;.github/workflows/npm-publish.yml,.github/ISSUE_TEMPLATE/bug_report.md;.github/ISSUE_TEMPLATE/feature_request.md;CONTRIBUTING.md,False,327,data\raw\repo_metadata\mjmlio_mjml_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,201,mjmlio/mjml,JavaScript,"{""JavaScript"":339741}",339741,339741,1.0,0.7,True,120,125,True,enriched,
JavaScript,False,,,1207300,MDEwOlJlcG9zaXRvcnkxMjA3MzAw,statsd,statsd/statsd,https://github.com/statsd/statsd,Daemon for easy but powerful stats aggregation,JavaScript,18031,18031,1940,90,False,False,True,False,2010-12-30T00:09:50Z,2026-04-28T12:25:15Z,2025-05-20T07:22:42Z,master,statsd,Organization,MIT,data\raw\candidate_repos\javascript_candidates_raw.json,233,screened,final_sample_only,True,4,3,,True,True,True,True,2025-01-01,5,True,True,True,test;test/graphite_delete_counters_tests.js;test/graphite_legacy_tests.js;test/graphite_legacy_tests_statsprefix.js;test/graphite_pickle_tests.js;test/graphite_tests.js;test/graphite_tests_filters.js;test/graphite_tests_statsprefix.js;test/graphite_tests_statssuffix.js;test/helpers_tests.js,.github/workflows/package-and-publish-image.yml,CODE_OF_CONDUCT.md;CONTRIBUTING.md,False,117,data\raw\repo_metadata\statsd_statsd_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,202,statsd/statsd,JavaScript,"{""Dockerfile"":653,""JavaScript"":174345,""Perl"":1451,""Procfile"":49,""Shell"":3686}",174345,180184,0.9675942370021755,0.7,True,2,2,True,enriched,
JavaScript,False,,,59114705,MDEwOlJlcG9zaXRvcnk1OTExNDcwNQ==,cleave.js,nosir/cleave.js,https://github.com/nosir/cleave.js,Format input text content when you are typing...,JavaScript,17884,17884,1584,219,False,False,True,False,2016-05-18T12:45:03Z,2026-04-25T01:52:29Z,2023-11-25T10:40:46Z,master,nosir,User,Apache-2.0,data\raw\candidate_repos\javascript_candidates_raw.json,237,screened,final_sample_only,True,3,3,,True,False,True,True,2025-01-01,5,True,True,False,test;test/addons;test/addons/phone-type-formatter.i18n.js;test/browser;test/browser/credit-card.js;test/browser/custom.js;test/browser/date.js;test/browser/numeral.js;test/browser/phone.js;test/browser/runner.html,.travis.yml,,False,580,data\raw\repo_metadata\nosir_cleave_js_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,206,nosir/cleave.js,JavaScript,"{""HTML"":1098,""JavaScript"":100392}",100392,101490,0.9891812001182383,0.7,True,0,1,True,enriched,
JavaScript,False,,,26195776,MDEwOlJlcG9zaXRvcnkyNjE5NTc3Ng==,classnames,JedWatson/classnames,https://github.com/JedWatson/classnames,A simple javascript utility for conditionally joining classNames together,JavaScript,17809,17809,560,10,False,False,True,False,2014-11-05T00:44:31Z,2026-04-27T20:03:13Z,2026-04-20T02:32:50Z,main,JedWatson,User,MIT,data\raw\candidate_repos\javascript_candidates_raw.json,238,screened,final_sample_only,True,4,3,,True,True,True,True,2025-01-01,5,True,True,True,tests;tests/bind.js;tests/bind.test-d.ts;tests/dedupe.js;tests/dedupe.test-d.ts;tests/index.js;tests/index.test-d.ts,.github/workflows/node.js.yml;.github/workflows/release.yml,CONTRIBUTING.md,False,32,data\raw\repo_metadata\jedwatson_classnames_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,207,JedWatson/classnames,JavaScript,"{""HTML"":254,""JavaScript"":16280,""TypeScript"":3340}",16280,19874,0.8191607124886787,0.7,True,128,9,True,enriched,
JavaScript,False,,,51840802,MDEwOlJlcG9zaXRvcnk1MTg0MDgwMg==,pino,pinojs/pino,https://github.com/pinojs/pino,"🌲 super fast, all natural json logger",JavaScript,17753,17753,953,141,False,False,True,False,2016-02-16T14:14:29Z,2026-04-28T16:37:12Z,2026-04-24T14:49:09Z,main,pinojs,Organization,MIT,data\raw\candidate_repos\javascript_candidates_raw.json,239,screened,final_sample_only,True,4,3,,True,True,True,True,2025-01-01,5,True,True,True,test;test/basic.test.js;test/broken-pipe.test.js;test/browser-child.test.js;test/browser-disabled.test.js;test/browser-early-console-freeze.test.js;test/browser-is-level-enabled.test.js;test/browser-levels.test.js;test/browser-redaction.test.js;test/browser-serializers.test.js,.github/workflows/bench.yml;.github/workflows/ci.yml;.github/workflows/lock-threads.yml;.github/workflows/publish-release.yml;.github/workflows/target-main.yml,CONTRIBUTING.md;SECURITY.md,False,239,data\raw\repo_metadata\pinojs_pino_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,208,pinojs/pino,JavaScript,"{""HTML"":1826,""JavaScript"":406740,""Shell"":821,""TypeScript"":30452}",406740,439839,0.9247474644131148,0.7,True,205,151,True,enriched,
JavaScript,False,,,714074,MDEwOlJlcG9zaXRvcnk3MTQwNzQ=,pouchdb,apache/pouchdb,https://github.com/apache/pouchdb,:kangaroo: - PouchDB is a pocket-sized database.,JavaScript,17567,17567,1508,173,False,False,True,False,2010-06-10T18:34:24Z,2026-04-26T23:25:33Z,2026-04-24T06:37:32Z,master,apache,Organization,Apache-2.0,data\raw\candidate_repos\javascript_candidates_raw.json,241,screened,final_sample_only,True,4,3,,True,True,True,True,2025-01-01,5,True,True,True,tests;tests/.eslintrc.json;tests/capacity;tests/capacity/index.html;tests/common-utils.js;tests/component;tests/component/test.ajax.js;tests/component/test.auth.js;tests/component/test.deletion_error.js;tests/component/test.headers.js,.github/workflows/ci.yml;.github/workflows/docs.yml,.github/ISSUE_TEMPLATE/bug_report.md;.github/ISSUE_TEMPLATE/issue.md;.github/PULL_REQUEST_TEMPLATE.md;CONTRIBUTING.md,False,977,data\raw\repo_metadata\apache_pouchdb_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,210,apache/pouchdb,JavaScript,"{""HTML"":12314,""JavaScript"":2367078,""Shell"":17050}",2367078,2396442,0.9877468346824166,0.7,True,188,72,True,enriched,
JavaScript,False,,,1272424,MDEwOlJlcG9zaXRvcnkxMjcyNDI0,nodemailer,nodemailer/nodemailer,https://github.com/nodemailer/nodemailer,✉️ Send e-mails with Node.JS – easy as cake!,JavaScript,17546,17546,1425,0,False,False,True,False,2011-01-19T21:17:36Z,2026-04-28T05:24:42Z,2026-04-27T10:23:39Z,master,nodemailer,Organization,NOASSERTION,data\raw\candidate_repos\javascript_candidates_raw.json,242,screened,final_sample_only,True,3,3,,True,True,False,True,2025-01-01,5,True,True,True,test;test/addressparser;test/addressparser/addressparser-test.js;test/base64;test/base64/base64-test.js;test/base64/fixtures;test/base64/fixtures/alice.txt;test/dkim;test/dkim/cache;test/dkim/cache/README.md,.github/workflows/release.yaml;.github/workflows/stale.yml;.github/workflows/test.yml,.github/ISSUE_TEMPLATE/report-an-issue.md;.github/pull_request_template.md;CODE_OF_CONDUCT.md,False,179,data\raw\repo_metadata\nodemailer_nodemailer_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,211,nodemailer/nodemailer,JavaScript,"{""HTML"":71,""JavaScript"":907733}",907733,907804,0.9999217892849117,0.7,True,93,136,True,enriched,
JavaScript,False,,,42488903,MDEwOlJlcG9zaXRvcnk0MjQ4ODkwMw==,aframe,aframevr/aframe,https://github.com/aframevr/aframe,:a: Web framework for building virtual reality experiences.,JavaScript,17524,17524,4357,338,False,False,True,False,2015-09-15T02:04:40Z,2026-04-28T14:04:24Z,2026-04-14T18:15:41Z,master,aframevr,Organization,MIT,data\raw\candidate_repos\javascript_candidates_raw.json,243,screened,final_sample_only,True,4,3,,True,True,True,True,2025-01-01,5,True,True,True,examples/test;examples/test/animation-color;examples/test/animation-color/index.html;examples/test/animation;examples/test/animation/index.html;examples/test/animation/sun.jpg;examples/test/canvas-texture;examples/test/canvas-texture/components;examples/test/canvas-texture/components/canvas-updater.js;examples/test/canvas-texture/components/draw-canvas-rectangles.js,.github/workflows/ci.yml;.github/workflows/trigger-deploy.yml,.github/PULL_REQUEST_TEMPLATE.md;CODE_OF_CONDUCT.md;CONTRIBUTING.md,False,848,data\raw\repo_metadata\aframevr_aframe_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,212,aframevr/aframe,JavaScript,"{""CSS"":17917,""HTML"":2184,""JavaScript"":1265476}",1265476,1285577,0.9843642193349756,0.7,True,728,146,True,enriched,
JavaScript,False,,,4644745,MDEwOlJlcG9zaXRvcnk0NjQ0NzQ1,chrome-extensions-samples,GoogleChrome/chrome-extensions-samples,https://github.com/GoogleChrome/chrome-extensions-samples,Chrome Extensions Samples,JavaScript,17500,17500,9014,99,False,False,True,False,2012-06-13T00:30:44Z,2026-04-28T14:17:32Z,2026-04-17T05:33:29Z,main,GoogleChrome,Organization,Apache-2.0,data\raw\candidate_repos\javascript_candidates_raw.json,244,screened,final_sample_only,True,4,3,,True,True,True,True,2025-01-01,5,True,True,True,.repo/sample-list-generator/test;.repo/sample-list-generator/test/api-detector;.repo/sample-list-generator/test/api-detector/api-detector.test.ts;_archive/apps/samples/calculator/tests;_archive/apps/samples/calculator/tests/calculator_test.html;_archive/apps/samples/calculator/tests/calculator_test.js;_archive/apps/samples/clock/tests;_archive/apps/samples/clock/tests/clock_test.html;_archive/apps/samples/clock/tests/clock_test.js;_archive/apps/samples/clock/tests/lib,.github/workflows/lint.yml;.github/workflows/sample-list-generator.yml,.github/ISSUE_TEMPLATE/bug_report.md;CONTRIBUTING.md,False,4162,data\raw\repo_metadata\googlechrome_chrome_extensions_samples_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,213,GoogleChrome/chrome-extensions-samples,JavaScript,"{""Batchfile"":2188,""C"":18678,""C++"":90059,""CSS"":368942,""Dart"":13201,""GLSL"":4735,""HTML"":731917,""Java"":3414,""JavaScript"":5874594,""Perl"":35622,""Python"":12759,""Rust"":1072,""Shell"":12572,""TypeScript"":20947}",5874594,7190700,0.8169710876548876,0.7,True,170,89,True,enriched,
JavaScript,False,,,37627792,MDEwOlJlcG9zaXRvcnkzNzYyNzc5Mg==,react-helmet,nfl/react-helmet,https://github.com/nfl/react-helmet,A document head manager for React,JavaScript,17484,17484,644,220,False,False,True,False,2015-06-18T00:07:34Z,2026-04-27T21:37:08Z,2023-07-18T19:57:38Z,master,nfl,Organization,MIT,data\raw\candidate_repos\javascript_candidates_raw.json,245,screened,final_sample_only,True,3,3,,True,False,True,True,2025-01-01,5,True,True,True,test;test/HelmetDeclarativeTest.js;test/HelmetTest.js,.travis.yml,CODE_OF_CONDUCT.md;CONTRIBUTING.md,False,25,data\raw\repo_metadata\nfl_react_helmet_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,214,nfl/react-helmet,JavaScript,"{""JavaScript"":304362}",304362,304362,1.0,0.7,True,0,2,True,enriched,
JavaScript,False,,,34230966,MDEwOlJlcG9zaXRvcnkzNDIzMDk2Ng==,cz-cli,commitizen/cz-cli,https://github.com/commitizen/cz-cli,The commitizen command line utility. #BlackLivesMatter,JavaScript,17464,17464,564,203,False,False,True,False,2015-04-20T01:11:39Z,2026-04-27T15:10:45Z,2026-04-27T21:45:08Z,master,commitizen,Organization,MIT,data\raw\candidate_repos\javascript_candidates_raw.json,247,screened,final_sample_only,True,4,3,,True,True,True,True,2025-01-01,5,True,True,True,test;test/config.js;test/fixtures;test/fixtures/invalid-charset.json;test/fixtures/invalid-json-rc;test/fixtures/invalid-json.json;test/fixtures/valid-json-rc;test/mochareporters.json;test/tester.js;test/tests,.github/workflows/release.yml;azure-pipelines.yml,CONTRIBUTING.md,False,93,data\raw\repo_metadata\commitizen_cz_cli_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,215,commitizen/cz-cli,JavaScript,"{""Batchfile"":34,""JavaScript"":80243,""Shell"":1806}",80243,82083,0.9775836653143769,0.7,True,2,5,True,enriched,
JavaScript,False,,,137946752,MDEwOlJlcG9zaXRvcnkxMzc5NDY3NTI=,UnblockNeteaseMusic,nondanee/UnblockNeteaseMusic,https://github.com/nondanee/UnblockNeteaseMusic,Revive unavailable songs for Netease Cloud Music,JavaScript,17423,17423,2466,218,False,False,True,False,2018-06-19T21:18:41Z,2026-04-28T09:56:54Z,2023-06-25T22:31:49Z,master,nondanee,User,MIT,data\raw\candidate_repos\javascript_candidates_raw.json,248,screened,final_sample_only,True,3,3,,True,False,True,True,2025-01-01,5,False,True,False,,.github/workflows/publish.yml,,False,52,data\raw\repo_metadata\nondanee_unblockneteasemusic_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,216,nondanee/UnblockNeteaseMusic,JavaScript,"{""Dockerfile"":269,""HTML"":215,""JavaScript"":85021}",85021,85505,0.9943395123092217,0.7,True,0,4,True,enriched,
JavaScript,True,awesome,description; full_name; name; topics,289191277,MDEwOlJlcG9zaXRvcnkyODkxOTEyNzc=,awesome-vite,vitejs/awesome-vite,https://github.com/vitejs/awesome-vite,⚡️ A curated list of awesome things related to Vite.js,JavaScript,17046,17046,1320,118,False,False,True,False,2020-08-21T06:05:43Z,2026-04-28T03:02:09Z,2026-02-04T13:10:54Z,master,vitejs,Organization,MIT,data\raw\candidate_repos\javascript_candidates_raw.json,252,screened,final_sample_only,True,3,3,,False,True,True,True,2025-01-01,5,False,True,True,,.github/workflows/lint.yml,.github/contributing.md;.github/pull_request_template.md,False,13,data\raw\repo_metadata\vitejs_awesome_vite_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,219,vitejs/awesome-vite,JavaScript,"{""JavaScript"":2779}",2779,2779,1.0,0.7,True,370,11,True,enriched,
JavaScript,False,,,53266139,MDEwOlJlcG9zaXRvcnk1MzI2NjEzOQ==,BoostNote-Legacy,BoostIO/BoostNote-Legacy,https://github.com/BoostIO/BoostNote-Legacy,This repository is outdated and new Boost Note app is available! We've launched a new Boost Note app which supports real-time collaborative writing. https://github.com/BoostIO/BoostNote-App,JavaScript,16942,16942,1448,506,False,False,True,False,2016-03-06T17:06:07Z,2026-04-28T08:25:58Z,2023-04-19T08:46:06Z,master,BoostIO,Organization,NOASSERTION,data\raw\candidate_repos\javascript_candidates_raw.json,254,screened,final_sample_only,True,3,3,,True,False,True,True,2025-01-01,5,True,True,True,tests;tests/.gitignore;tests/components;tests/components/TagListItem.snapshot.test.js;tests/components/__snapshots__;tests/components/__snapshots__/TagListItem.snapshot.test.js.snap;tests/dataApi;tests/dataApi/addStorage.js;tests/dataApi/attachmentManagement.test.js;tests/dataApi/copyFile.test.js,.travis.yml,contributing.md,False,588,data\raw\repo_metadata\boostio_boostnote_legacy_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,221,BoostIO/BoostNote-Legacy,JavaScript,"{""HTML"":13339,""JavaScript"":895071,""Stylus"":175764}",895071,1084174,0.8255787355166238,0.7,True,0,1,True,enriched,
JavaScript,False,,,2278524,MDEwOlJlcG9zaXRvcnkyMjc4NTI0,hubot,hubotio/hubot,https://github.com/hubotio/hubot,A customizable life embetterment robot.,JavaScript,16783,16783,3719,6,False,False,True,False,2011-08-27T08:30:59Z,2026-04-26T15:05:31Z,2026-03-30T15:31:31Z,main,hubotio,Organization,MIT,data\raw\candidate_repos\javascript_candidates_raw.json,256,screened,final_sample_only,True,4,3,,True,True,True,True,2025-01-01,5,True,True,True,script/test;test;test/AdapterName_test.mjs;test/Adapter_test.mjs;test/Brain_test.mjs;test/CommandBus_test.mjs;test/Configuration_test.mjs;test/DataStore_test.mjs;test/Hubot_test.mjs;test/Listener_test.mjs,.github/workflows/nodejs-macos.yml;.github/workflows/nodejs-ubuntu.yml;.github/workflows/nodejs-windows.yml;.github/workflows/pipeline.yml;.github/workflows/sfab-gh-pages.yml,CODE_OF_CONDUCT.md;CONTRIBUTING.md,False,186,data\raw\repo_metadata\hubotio_hubot_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,223,hubotio/hubot,JavaScript,"{""JavaScript"":254021,""Shell"":2203}",254021,256224,0.9914020544523542,0.7,True,67,33,True,enriched,
JavaScript,False,,,65866559,MDEwOlJlcG9zaXRvcnk2NTg2NjU1OQ==,Functional-Light-JS,getify/Functional-Light-JS,https://github.com/getify/Functional-Light-JS,"Pragmatic, balanced FP in JavaScript. @FLJSBook on twitter.",JavaScript,16775,16775,1933,26,False,False,True,False,2016-08-17T01:40:50Z,2026-04-28T09:54:15Z,2023-12-26T15:46:02Z,master,getify,User,NOASSERTION,data\raw\candidate_repos\javascript_candidates_raw.json,257,screened,final_sample_only,True,3,3,,True,False,True,True,2025-01-01,5,False,False,True,,,.github/ISSUE_TEMPLATE/content-question.md;.github/ISSUE_TEMPLATE/foreign-translation-request.md;.github/ISSUE_TEMPLATE/report-technical-mistake.md;.github/ISSUE_TEMPLATE/textual-grammar-typo.md;CONTRIBUTING.md,False,87,data\raw\repo_metadata\getify_functional_light_js_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,224,getify/Functional-Light-JS,JavaScript,"{""CSS"":435,""HTML"":632,""JavaScript"":8938}",8938,10005,0.8933533233383308,0.7,True,0,2,True,enriched,
JavaScript,False,,,326688,MDEwOlJlcG9zaXRvcnkzMjY2ODg=,mustache.js,janl/mustache.js,https://github.com/janl/mustache.js,Minimal templating with {{mustaches}} in JavaScript,JavaScript,16718,16718,2356,116,False,False,True,False,2009-10-04T23:41:19Z,2026-04-28T01:25:12Z,2024-06-14T19:54:48Z,master,janl,User,MIT,data\raw\candidate_repos\javascript_candidates_raw.json,258,screened,final_sample_only,True,3,3,,True,False,True,True,2025-01-01,5,True,True,False,spec;spec/_files;spec/_files/bom_as_whitespace.js;spec/_files/bom_as_whitespace.mustache;spec/_files/bom_as_whitespace.txt;test;test/.eslintrc;test/_files;test/_files/ampersand_escape.js;test/_files/ampersand_escape.mustache,.github/workflows/usage.yml;.github/workflows/verify.yml;.travis.yml,,False,267,data\raw\repo_metadata\janl_mustache_js_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,225,janl/mustache.js,JavaScript,"{""HTML"":1019,""JavaScript"":77543,""Mustache"":6374,""Ruby"":2804,""TypeScript"":340}",77543,88080,0.8803701180744777,0.7,True,0,3,True,enriched,
JavaScript,False,,,1413492,MDEwOlJlcG9zaXRvcnkxNDEzNDky,jquery-pjax,defunkt/jquery-pjax,https://github.com/defunkt/jquery-pjax,pushState + ajax = pjax,JavaScript,16657,16657,1938,93,False,False,True,False,2011-02-26T02:44:18Z,2026-04-28T18:40:20Z,2022-11-30T22:59:46Z,master,defunkt,User,MIT,data\raw\candidate_repos\javascript_candidates_raw.json,259,screened,final_sample_only,True,3,3,,True,False,True,True,2025-01-01,5,True,True,True,script/test;test;test/app.rb;test/evaled.js;test/favicon.ico;test/run-qunit.js;test/unit;test/unit/fn_pjax.js;test/unit/helpers.js;test/unit/pjax.js,.travis.yml,CONTRIBUTING.md,False,50,data\raw\repo_metadata\defunkt_jquery_pjax_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,226,defunkt/jquery-pjax,JavaScript,"{""HTML"":4098,""JavaScript"":77775,""Ruby"":1928,""Shell"":741}",77775,84542,0.9199569444773013,0.7,True,0,1,True,enriched,
JavaScript,False,,,1607357,MDEwOlJlcG9zaXRvcnkxNjA3MzU3,superagent,forwardemail/superagent,https://github.com/forwardemail/superagent,"Ajax for Node.js and browsers (JS HTTP client). Maintained for @forwardemail, @ladjs, @spamscanner, @breejs, @cabinjs, and @lassjs.",JavaScript,16646,16646,1324,182,False,False,True,False,2011-04-13T02:29:45Z,2026-04-28T16:04:08Z,2026-01-06T07:45:06Z,master,forwardemail,Organization,MIT,data\raw\candidate_repos\javascript_candidates_raw.json,260,screened,final_sample_only,True,4,3,,True,True,True,True,2025-01-01,5,True,True,True,.test.babelrc;test;test/agent-base.js;test/basic.js;test/client;test/client/request.js;test/client/serialize.js;test/client/xdomain.js;test/content-type.js;test/form.js,.github/workflows/ci.yml;.travis.yml,CONTRIBUTING.md;SECURITY.md,False,141,data\raw\repo_metadata\forwardemail_superagent_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,227,forwardemail/superagent,JavaScript,"{""HTML"":42992,""JavaScript"":342029,""Makefile"":1811}",342029,386832,0.8841796955784423,0.7,True,73,14,True,enriched,
JavaScript,False,,,293860197,MDEwOlJlcG9zaXRvcnkyOTM4NjAxOTc=,metrics,lowlighter/metrics,https://github.com/lowlighter/metrics,"📊 An infographics generator with 30+ plugins and 300+ options to display stats about your GitHub account and render them as SVG, Markdown, PDF or JSON!",JavaScript,16517,16517,2182,57,False,False,True,False,2020-09-08T16:01:43Z,2026-04-28T14:01:48Z,2026-04-23T02:49:50Z,master,lowlighter,User,MIT,data\raw\candidate_repos\javascript_candidates_raw.json,264,screened,final_sample_only,True,4,3,,True,True,True,True,2025-01-01,5,True,True,True,tests;tests/cases;tests/cases/16personalities.plugin.yml;tests/cases/achievements.plugin.yml;tests/cases/activity.plugin.yml;tests/cases/anilist.plugin.yml;tests/cases/base.plugin.yml;tests/cases/calendar.plugin.yml;tests/cases/chess.plugin.yml;tests/cases/classic.template.yml,.github/workflows/branches.yml;.github/workflows/ci.yml;.github/workflows/clean.yml;.github/workflows/examples.presets.yml;.github/workflows/examples.yml;.github/workflows/label.yml;.github/workflows/spelling.yml;.github/workflows/stale.yml;.github/workflows/test.presets.yml;.github/workflows/test.yml,.github/ISSUE_TEMPLATE/config.yml;.github/pull_request_template.md;.github/readme/partials/documentation/contributing.md;CODE_OF_CONDUCT.md;CONTRIBUTING.md;SECURITY.md,False,833,data\raw\repo_metadata\lowlighter_metrics_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,228,lowlighter/metrics,JavaScript,"{""CSS"":23296,""Dockerfile"":1625,""HTML"":90389,""JavaScript"":1072136,""Shell"":3084,""TypeScript"":272101}",1072136,1462631,0.733018786009595,0.7,True,0,1,True,enriched,
JavaScript,False,,,8297888,MDEwOlJlcG9zaXRvcnk4Mjk3ODg4,typeahead.js,twitter/typeahead.js,https://github.com/twitter/typeahead.js,typeahead.js is a fast and fully-featured autocomplete library,JavaScript,16465,16465,3137,507,False,False,True,False,2013-02-19T19:45:01Z,2026-04-27T13:20:49Z,2023-04-14T07:24:33Z,master,twitter,Organization,MIT,data\raw\candidate_repos\javascript_candidates_raw.json,266,screened,final_sample_only,True,3,3,,True,False,True,True,2025-01-01,5,True,True,True,test;test/bloodhound;test/bloodhound/bloodhound_spec.js;test/bloodhound/lru_cache_spec.js;test/bloodhound/options_parser_spec.js;test/bloodhound/persistent_storage_spec.js;test/bloodhound/prefetch_spec.js;test/bloodhound/remote_spec.js;test/bloodhound/search_index_spec.js;test/bloodhound/tokenizers_spec.js,.travis.yml,CONTRIBUTING.md,False,82,data\raw\repo_metadata\twitter_typeahead_js_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,229,twitter/typeahead.js,JavaScript,"{""HTML"":11190,""JavaScript"":429076,""Shell"":428}",429076,440694,0.9736370361293778,0.7,True,0,0,True,enriched,
JavaScript,False,,,30161665,MDEwOlJlcG9zaXRvcnkzMDE2MTY2NQ==,inferno,infernojs/inferno,https://github.com/infernojs/inferno,":fire: An extremely fast, React-like JavaScript library for building modern user interfaces",JavaScript,16412,16412,636,39,False,False,True,False,2015-02-01T22:07:38Z,2026-04-28T13:40:42Z,2026-04-07T13:07:29Z,master,infernojs,Organization,MIT,data\raw\candidate_repos\javascript_candidates_raw.json,267,screened,final_sample_only,True,4,3,,True,True,True,True,2025-01-01,5,True,True,True,packages/inferno-animation/__tests__;packages/inferno-animation/__tests__/animatedAllComponent.spec.tsx;packages/inferno-animation/__tests__/animatedComponent.spec.tsx;packages/inferno-animation/__tests__/animatedComponentTypings.tsx;packages/inferno-animation/__tests__/animatedMoveComponent.spec.tsx;packages/inferno-animation/__tests__/index.spec.tsx;packages/inferno-animation/__tests__/utils.spec.tsx;packages/inferno-clone-vnode/__tests__;packages/inferno-clone-vnode/__tests__/cloneVNode.spec.tsx;packages/inferno-compat/__tests__,.github/workflows/ci-template.yml;.github/workflows/codeql-analysis.yml,.github/PULL_REQUEST_TEMPLATE.md;CONTRIBUTING.md,False,586,data\raw\repo_metadata\infernojs_inferno_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,230,infernojs/inferno,JavaScript,"{""CSS"":956,""HTML"":1682,""JavaScript"":2376993}",2376993,2379631,0.9988914247629149,0.7,True,96,15,True,enriched,
