language_group,manual_review_flag,manual_review_cues,manual_review_fields,id,node_id,name,full_name,html_url,description,language,stargazers_count,watchers_count,forks_count,open_issues_count,archived,fork,has_issues,private,created_at,updated_at,pushed_at,default_branch,owner_login,owner_type,license_spdx_id,source_file,source_record_index,quality_screen_status,quality_screen_intended_use,quality_screen_pass,quality_screen_score,quality_screen_threshold,quality_screen_failure_reasons,quality_check_not_manual_review_flagged,quality_check_recent_maintenance,quality_check_issue_usage,quality_check_engineering_workflow,quality_recent_push_cutoff_date,quality_open_issues_threshold,quality_signal_has_tests,quality_signal_has_ci,quality_signal_has_community_health_files,quality_signal_matched_test_paths,quality_signal_matched_ci_paths,quality_signal_matched_community_health_paths,quality_tree_truncated,quality_tree_path_count,quality_signal_snapshot_file,quality_screen_error_type,quality_screen_error_message,quality_screen_error_status_code,quality_screen_error_retryable,quality_screen_error_attempts,enrichment_input_file,enrichment_input_record_index,repository_full_name,target_language,language_stats,target_language_bytes,total_language_bytes,target_language_share,language_threshold,language_threshold_pass,default_branch_commit_count_in_window,closed_issue_count_in_window,closed_issue_count_available,enrichment_status,enrichment_failure_reason
JavaScript,False,,,37958358,MDEwOlJlcG9zaXRvcnkzNzk1ODM1OA==,tesseract.js,naptha/tesseract.js,https://github.com/naptha/tesseract.js,Pure Javascript OCR for more than 100 Languages 📖🎉🖥,JavaScript,38040,38040,2366,45,False,False,True,False,2015-06-24T02:49:52Z,2026-04-28T09:30:05Z,2026-02-28T02:55:17Z,master,naptha,Organization,Apache-2.0,data\raw\candidate_repos\javascript_candidates_raw.json,79,screened,final_sample_only,True,4,3,,True,True,True,True,2025-01-01,5,True,True,True,tests;tests/.eslintrc;tests/FS.test.mjs;tests/assets;tests/assets/images;tests/assets/images/bill.png;tests/assets/images/chinese.png;tests/assets/images/cosmic.png;tests/assets/images/escape_chars.png;tests/assets/images/simple-180.jpg,.github/workflows/codeql-analysis.yml;.github/workflows/node.js.yml,.github/ISSUE_TEMPLATE/bug_report.md;.github/ISSUE_TEMPLATE/feature_request.md;.github/SECURITY.md,False,146,data\raw\repo_metadata\naptha_tesseract_js_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,69,naptha/tesseract.js,JavaScript,"{""HTML"":4659,""JavaScript"":90823}",90823,95482,0.9512054628097443,0.7,True,71,77,True,enriched,
JavaScript,False,,,97249406,MDEwOlJlcG9zaXRvcnk5NzI0OTQwNg==,wtfjs,denysdovhan/wtfjs,https://github.com/denysdovhan/wtfjs,🤪 A list of funny and tricky JavaScript examples,JavaScript,37630,37630,2695,44,False,False,True,False,2017-07-14T15:42:12Z,2026-04-28T07:59:22Z,2025-03-18T13:55:28Z,master,denysdovhan,User,WTFPL,data\raw\candidate_repos\javascript_candidates_raw.json,81,screened,final_sample_only,True,4,3,,True,True,True,True,2025-01-01,5,False,True,True,,.github/workflows/release.yml;.github/workflows/validate.yml,.github/ISSUE_TEMPLATE/new-example.md;.github/PULL_REQUEST_TEMPLATE;.github/PULL_REQUEST_TEMPLATE/new_example.md;.github/PULL_REQUEST_TEMPLATE/translation.md;CONTRIBUTING.md,False,29,data\raw\repo_metadata\denysdovhan_wtfjs_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,71,denysdovhan/wtfjs,JavaScript,"{""JavaScript"":1915,""Shell"":58}",1915,1973,0.9706031424227065,0.7,True,1,0,True,enriched,
JavaScript,False,,,667110339,R_kgDOJ8NLww,drawdb,drawdb-io/drawdb,https://github.com/drawdb-io/drawdb,"Free, simple, and intuitive online database diagram editor and SQL generator.",JavaScript,37124,37124,3003,215,False,False,True,False,2023-07-16T17:09:20Z,2026-04-28T18:41:49Z,2026-04-22T08:15:30Z,main,drawdb-io,Organization,AGPL-3.0,data\raw\candidate_repos\javascript_candidates_raw.json,82,screened,final_sample_only,True,4,3,,True,True,True,True,2025-01-01,5,False,True,True,,.github/workflows/build.yml;.github/workflows/docker.yml,.github/ISSUE_TEMPLATE/bug_report.md;.github/ISSUE_TEMPLATE/feature_request.md;CONTRIBUTING.md,False,299,data\raw\repo_metadata\drawdb_io_drawdb_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,72,drawdb-io/drawdb,JavaScript,"{""CSS"":11270,""Dockerfile"":533,""HTML"":2155,""JavaScript"":1441432}",1441432,1455390,0.990409443516858,0.7,True,839,208,True,enriched,
JavaScript,False,,,69495170,MDEwOlJlcG9zaXRvcnk2OTQ5NTE3MA==,fastify,fastify/fastify,https://github.com/fastify/fastify,"Fast and low overhead web framework, for Node.js",JavaScript,36139,36139,2669,127,False,False,True,False,2016-09-28T19:10:14Z,2026-04-28T14:33:42Z,2026-04-28T06:56:08Z,main,fastify,Organization,MIT,data\raw\candidate_repos\javascript_candidates_raw.json,84,screened,final_sample_only,True,4,3,,True,True,True,True,2025-01-01,5,True,True,True,integration;integration/server.js;integration/test.sh;test;test/404s.test.js;test/500s.test.js;test/allow-unsafe-regex.test.js;test/als.test.js;test/async-await.test.js;test/async-dispose.test.js,.github/workflows/backport.yml;.github/workflows/ci-alternative-runtime.yml;.github/workflows/ci.yml;.github/workflows/citgm-package.yml;.github/workflows/citgm.yml;.github/workflows/coverage-nix.yml;.github/workflows/coverage-win.yml;.github/workflows/integration-alternative-runtimes.yml;.github/workflows/integration.yml;.github/workflows/labeler.yml,CODE_OF_CONDUCT.md;CONTRIBUTING.md;GOVERNANCE.md;SECURITY.md;docs/Guides/Contributing.md,False,420,data\raw\repo_metadata\fastify_fastify_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,74,fastify/fastify,JavaScript,"{""JavaScript"":1776119,""Shell"":911,""TypeScript"":164556}",1776119,1941586,0.9147774036277558,0.7,True,663,253,True,enriched,
JavaScript,False,,,94498635,MDEwOlJlcG9zaXRvcnk5NDQ5ODYzNQ==,carbon,carbon-app/carbon,https://github.com/carbon-app/carbon,:black_heart: Create and share beautiful images of your source code,JavaScript,36028,36028,1975,81,False,False,True,False,2017-06-16T02:50:28Z,2026-04-28T16:49:21Z,2026-02-10T05:07:19Z,main,carbon-app,Organization,MIT,data\raw\candidate_repos\javascript_candidates_raw.json,85,screened,final_sample_only,True,4,3,,True,True,True,True,2025-01-01,5,True,True,True,cypress;cypress/config.json;cypress/integration;cypress/integration/background-color.spec.js;cypress/integration/basic.spec.js;cypress/integration/embed.spec.js;cypress/integration/gist.spec.js;cypress/integration/localStorage.spec.js;cypress/integration/security.spec.js;cypress/integration/visual-testing.spec.js,.github/workflows/validate.yml,.github/CODE_OF_CONDUCT.md;.github/CONTRIBUTING.md;.github/ISSUE_TEMPLATE/bug_report.md;.github/ISSUE_TEMPLATE/feature_request.md;.github/ISSUE_TEMPLATE/other.md;.github/PULL_REQUEST_TEMPLATE.md;SECURITY.md,False,205,data\raw\repo_metadata\carbon_app_carbon_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,75,carbon-app/carbon,JavaScript,"{""JavaScript"":334388,""Shell"":285}",334388,334673,0.9991484224900127,0.7,True,29,28,True,enriched,
JavaScript,False,,,11551538,MDEwOlJlcG9zaXRvcnkxMTU1MTUzOA==,koa,koajs/koa,https://github.com/koajs/koa,Expressive middleware for node.js using ES2017 async functions,JavaScript,35710,35710,3215,38,False,False,True,False,2013-07-20T18:53:45Z,2026-04-28T18:32:50Z,2026-04-08T15:33:08Z,master,koajs,Organization,MIT,data\raw\candidate_repos\javascript_candidates_raw.json,86,screened,final_sample_only,True,4,3,,True,True,True,True,2025-01-01,5,True,True,True,__tests__;__tests__/.eslintrc.yml;__tests__/application;__tests__/application/compose.test.js;__tests__/application/context.test.js;__tests__/application/currentContext.test.js;__tests__/application/index.test.js;__tests__/application/inspect.test.js;__tests__/application/onerror.test.js;__tests__/application/request.test.js,.github/workflows/node.js.yml;.github/workflows/npm-publish.yml,CODE_OF_CONDUCT.md,False,123,data\raw\repo_metadata\koajs_koa_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,76,koajs/koa,JavaScript,"{""JavaScript"":210815}",210815,210815,1.0,0.7,True,89,51,True,enriched,
JavaScript,False,,,12972263,MDEwOlJlcG9zaXRvcnkxMjk3MjI2Mw==,fullPage.js,alvarotrigo/fullPage.js,https://github.com/alvarotrigo/fullPage.js,fullPage plugin by Alvaro Trigo. Create full screen pages fast and simple,JavaScript,35455,35455,7150,127,False,False,True,False,2013-09-20T11:58:29Z,2026-04-28T18:35:45Z,2026-03-17T16:13:31Z,master,alvarotrigo,User,GPL-3.0,data\raw\candidate_repos\javascript_candidates_raw.json,88,screened,final_sample_only,True,4,3,,True,True,True,True,2025-01-01,5,True,False,True,tests;tests/index.html;tests/unit;tests/unit/arrows.js;tests/unit/bigSectionsDestination.js;tests/unit/callbacks.js;tests/unit/callbacksV3.js;tests/unit/continuousVertical.js;tests/unit/destroy.js;tests/unit/displayWarnings.js,,.github/PULL_REQUEST_TEMPLATE.md;CONTRIBUTING.md;SECURITY.md,False,348,data\raw\repo_metadata\alvarotrigo_fullpage_js_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,77,alvarotrigo/fullPage.js,JavaScript,"{""CSS"":7793,""HTML"":20372,""JavaScript"":449330}",449330,477495,0.9410150891632373,0.7,True,186,160,True,enriched,
JavaScript,True,boilerplate; starter,description; full_name; name; topics,14370955,MDEwOlJlcG9zaXRvcnkxNDM3MDk1NQ==,hackathon-starter,sahat/hackathon-starter,https://github.com/sahat/hackathon-starter,A boilerplate for Node.js web applications,JavaScript,35216,35216,8172,5,False,False,True,False,2013-11-13T17:24:12Z,2026-04-28T13:36:56Z,2026-04-28T13:32:40Z,master,sahat,User,MIT,data\raw\candidate_repos\javascript_candidates_raw.json,89,screened,final_sample_only,True,3,3,,False,True,True,True,2025-01-01,5,True,True,True,test;test/.env.test;test/TESTING.md;test/app-links.test.js;test/app.test.js;test/contact.test.js;test/docs-links.test.js;test/e2e-nokey;test/e2e-nokey/github-api.e2e.test.js;test/e2e-nokey/lastfm.e2e.test.js,.github/workflows/build.yml;.github/workflows/dependabot-automerge.yml,.github/PULL_REQUEST_TEMPLATE.md;SECURITY.md,False,173,data\raw\repo_metadata\sahat_hackathon_starter_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,78,sahat/hackathon-starter,JavaScript,"{""HTML"":29599,""JavaScript"":585849,""Pug"":140663,""SCSS"":1845,""Shell"":1247}",585849,759203,0.7716631783594111,0.7,True,179,57,True,enriched,
JavaScript,False,,,21125024,MDEwOlJlcG9zaXRvcnkyMTEyNTAyNA==,husky,typicode/husky,https://github.com/typicode/husky,Git hooks made easy 🐶 woof!,JavaScript,35004,35004,1081,103,False,False,True,False,2014-06-23T12:14:21Z,2026-04-28T13:40:47Z,2026-03-19T23:03:16Z,main,typicode,User,MIT,data\raw\candidate_repos\javascript_candidates_raw.json,90,screened,final_sample_only,True,4,3,,True,True,True,True,2025-01-01,5,True,True,True,test;test/10_init.sh;test/11_time.sh;test/12_deprecated.sh;test/1_default.sh;test/2_in-sub-dir.sh;test/3_from-sub-dir.sh;test/4_not-git-dir.sh;test/5_git_command_not_found.sh;test/6_command_not_found.sh,.github/workflows/deploy.yml;.github/workflows/node.js.yml;.github/workflows/npm_publish.yml,.github/ISSUE_TEMPLATE/issue.md,False,70,data\raw\repo_metadata\typicode_husky_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,79,typicode/husky,JavaScript,"{""JavaScript"":6395,""Shell"":551}",6395,6946,0.9206737690757271,0.7,True,106,127,True,enriched,
JavaScript,False,,,33041711,MDEwOlJlcG9zaXRvcnkzMzA0MTcxMQ==,How-To-Ask-Questions-The-Smart-Way,ryanhanwu/How-To-Ask-Questions-The-Smart-Way,https://github.com/ryanhanwu/How-To-Ask-Questions-The-Smart-Way,本文原文由知名 Hacker Eric S. Raymond 所撰寫，教你如何正確的提出技術問題並獲得你滿意的答案。,JavaScript,35003,35003,5831,11,False,False,True,False,2015-03-28T16:52:40Z,2026-04-28T16:28:09Z,2025-01-01T19:14:38Z,main,ryanhanwu,User,MIT,data\raw\candidate_repos\javascript_candidates_raw.json,91,screened,final_sample_only,True,3,3,,True,True,True,False,2025-01-01,5,False,False,False,,,,False,10,data\raw\repo_metadata\ryanhanwu_how_to_ask_questions_the_smart_way_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,80,ryanhanwu/How-To-Ask-Questions-The-Smart-Way,JavaScript,"{""JavaScript"":768}",768,768,1.0,0.7,True,4,1,True,enriched,
JavaScript,False,,,74962515,MDEwOlJlcG9zaXRvcnk3NDk2MjUxNQ==,CyberChef,gchq/CyberChef,https://github.com/gchq/CyberChef,"The Cyber Swiss Army Knife - a web app for encryption, encoding, compression and data analysis",JavaScript,34697,34697,3924,549,False,False,True,False,2016-11-28T10:34:07Z,2026-04-28T18:08:14Z,2026-04-28T17:34:04Z,master,gchq,Organization,Apache-2.0,data\raw\candidate_repos\javascript_candidates_raw.json,92,screened,final_sample_only,True,4,3,,True,True,True,True,2025-01-01,5,True,True,True,tests;tests/browser;tests/browser/00_nightwatch.js;tests/browser/01_io.js;tests/browser/02_ops.js;tests/browser/browserUtils.js;tests/lib;tests/lib/TestRegister.mjs;tests/lib/utils.mjs;tests/lib/wasmFetchPolyfill.mjs,.github/workflows/master.yml;.github/workflows/pull_requests.yml;.github/workflows/releases.yml,.github/ISSUE_TEMPLATE/bug-report.md;.github/ISSUE_TEMPLATE/feature-request.md;.github/ISSUE_TEMPLATE/operation-request.md;.github/pull_request_template.md;CODE_OF_CONDUCT.md;CONTRIBUTING.md;SECURITY.md,False,964,data\raw\repo_metadata\gchq_cyberchef_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,81,gchq/CyberChef,JavaScript,"{""CSS"":66699,""Dockerfile"":1168,""HTML"":73292,""JavaScript"":5150312}",5150312,5291471,0.9733232970567164,0.7,True,551,99,True,enriched,
JavaScript,False,,,164574693,MDEwOlJlcG9zaXRvcnkxNjQ1NzQ2OTM=,AnotherRedisDesktopManager,qishibo/AnotherRedisDesktopManager,https://github.com/qishibo/AnotherRedisDesktopManager,"🚀🚀🚀A faster, better and more stable Redis desktop manager [GUI client], compatible with Linux, Windows, Mac.",JavaScript,34230,34230,2699,180,False,False,True,False,2019-01-08T06:01:56Z,2026-04-28T18:08:37Z,2025-10-16T02:30:58Z,master,qishibo,User,MIT,data\raw\candidate_repos\javascript_candidates_raw.json,93,screened,final_sample_only,True,4,3,,True,True,True,True,2025-01-01,5,False,True,True,,.github/workflows/build_linux.yml;.github/workflows/build_mac.yml;.github/workflows/build_windows.yml;.github/workflows/codeql-analysis.yml.bak;.github/workflows/gen_sponsors.yaml;.github/workflows/publish_winget.yml,SECURITY.md,False,153,data\raw\repo_metadata\qishibo_anotherredisdesktopmanager_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,82,qishibo/AnotherRedisDesktopManager,JavaScript,"{""HTML"":2012,""JavaScript"":511796,""SCSS"":35660}",511796,549468,0.9314391374929932,0.7,True,95,241,True,enriched,
JavaScript,False,,,42751014,MDEwOlJlcG9zaXRvcnk0Mjc1MTAxNA==,clipboard.js,zenorocha/clipboard.js,https://github.com/zenorocha/clipboard.js,:scissors: Modern copy to clipboard. No Flash. Just 3kb gzipped :clipboard:,JavaScript,34165,34165,3917,15,False,False,True,False,2015-09-18T23:04:55Z,2026-04-28T09:23:59Z,2026-02-12T18:51:57Z,master,zenorocha,User,MIT,data\raw\candidate_repos\javascript_candidates_raw.json,94,screened,final_sample_only,True,4,3,,True,True,True,True,2025-01-01,5,True,True,True,test;test/actions;test/actions/copy.js;test/actions/cut.js;test/actions/default.js;test/clipboard.js;test/common;test/common/command.js;test/common/create-fake-element.js,.github/workflows/publish.yml;.github/workflows/test.js.yml,.github/ISSUE_TEMPLATE/bug_report.md;.github/ISSUE_TEMPLATE/documentation.md;.github/ISSUE_TEMPLATE/proposal.md;.github/PULL_REQUEST_TEMPLATE.md;contributing.md,False,67,data\raw\repo_metadata\zenorocha_clipboard_js_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,83,zenorocha/clipboard.js,JavaScript,"{""JavaScript"":22381,""Shell"":71,""TypeScript"":123}",22381,22575,0.99140642303433,0.7,True,0,7,True,enriched,
JavaScript,False,,,97086543,MDEwOlJlcG9zaXRvcnk5NzA4NjU0Mw==,JavaScript,TheAlgorithms/JavaScript,https://github.com/TheAlgorithms/JavaScript,"Algorithms and Data Structures implemented in JavaScript for beginners, following best practices.",JavaScript,34139,34139,5845,197,False,False,True,False,2017-07-13T06:12:33Z,2026-04-28T17:49:15Z,2026-03-07T14:45:13Z,master,TheAlgorithms,Organization,GPL-3.0,data\raw\candidate_repos\javascript_candidates_raw.json,95,screened,final_sample_only,True,4,3,,True,True,True,True,2025-01-01,5,True,True,True,Backtracking/tests;Backtracking/tests/AllCombinationsOfSizeK.test.js;Backtracking/tests/GenerateParentheses.test.js;Backtracking/tests/GeneratePermutations.test.js;Backtracking/tests/KnightTour.test.js;Backtracking/tests/MColoringProblem.test.js;Backtracking/tests/NQueens.test.js;Backtracking/tests/RatInAMaze.test.js;Backtracking/tests/Sudoku.test.js;Backtracking/tests/SumOfSubset.test.js,.github/workflows/Ci.yml;.github/workflows/UpdateDirectory.js;.github/workflows/UpdateDirectory.yml;.github/workflows/UploadCoverageReport.yml,.github/ISSUE_TEMPLATE/bug_report.yml;.github/ISSUE_TEMPLATE/config.yml;.github/ISSUE_TEMPLATE/feature_request.yml;.github/ISSUE_TEMPLATE/other.yml;.github/pull_request_template.md;CONTRIBUTING.md,False,817,data\raw\repo_metadata\thealgorithms_javascript_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,84,TheAlgorithms/JavaScript,JavaScript,"{""JavaScript"":903904,""Shell"":75,""TypeScript"":199}",903904,904178,0.9996969623237902,0.7,True,55,15,True,enriched,
JavaScript,True,tutorial,description,5405654,MDEwOlJlcG9zaXRvcnk1NDA1NjU0,learnGitBranching,pcottle/learnGitBranching,https://github.com/pcottle/learnGitBranching,An interactive git visualization and tutorial. Aspiring students of git can use this app to educate and challenge themselves towards mastery of git!,JavaScript,33394,33394,5967,58,False,False,True,False,2012-08-13T22:36:09Z,2026-04-28T16:03:56Z,2026-04-26T13:31:06Z,main,pcottle,User,MIT,data\raw\candidate_repos\javascript_candidates_raw.json,97,screened,final_sample_only,True,3,3,,False,True,True,True,2025-01-01,5,True,True,True,__tests__;__tests__/CommandLineStore.spec.js;__tests__/GlobalStateStore.spec.js;__tests__/LevelStore.spec.js;__tests__/LocaleStore.spec.js;__tests__/animation.spec.js;__tests__/base.js;__tests__/collections.spec.js;__tests__/commandModel.spec.js;__tests__/create.js,.github/workflows/build-docker.yml;.github/workflows/containerize.yml;.travis.yml,CONTRIBUTING.md,False,216,data\raw\repo_metadata\pcottle_learngitbranching_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,85,pcottle/learnGitBranching,JavaScript,"{""CSS"":63004,""Dockerfile"":428,""HTML"":123471,""JavaScript"":3718262,""Makefile"":1135,""Shell"":156}",3718262,3906456,0.9518248765633096,0.7,True,234,39,True,enriched,
JavaScript,False,,,11167738,MDEwOlJlcG9zaXRvcnkxMTE2NzczOA==,gulp,gulpjs/gulp,https://github.com/gulpjs/gulp,A toolkit to automate & enhance your workflow,JavaScript,32982,32982,4166,34,False,False,True,False,2013-07-04T05:26:06Z,2026-04-28T16:48:21Z,2026-02-09T06:30:13Z,master,gulpjs,Organization,MIT,data\raw\candidate_repos\javascript_candidates_raw.json,99,screened,final_sample_only,True,4,3,,True,True,True,True,2025-01-01,5,True,True,True,test;test/.gitkeep;test/dest.js;test/fixtures;test/fixtures/copy;test/fixtures/copy/example.txt;test/fixtures/gulpfiles;test/fixtures/gulpfiles/cjs;test/fixtures/gulpfiles/cjs/gulpfile.cjs;test/fixtures/gulpfiles/mjs,.github/workflows/dev.yml;.github/workflows/release.yml,.github/SECURITY.md;CONTRIBUTING.md,False,115,data\raw\repo_metadata\gulpjs_gulp_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,86,gulpjs/gulp,JavaScript,"{""JavaScript"":20833}",20833,20833,1.0,0.7,True,14,40,True,enriched,
JavaScript,False,,,1198539,MDEwOlJlcG9zaXRvcnkxMTk4NTM5,netron,lutzroeder/netron,https://github.com/lutzroeder/netron,"Visualizer for neural network, deep learning and machine learning models",JavaScript,32813,32813,3110,19,False,False,True,False,2010-12-26T12:53:43Z,2026-04-28T17:26:46Z,2026-04-28T17:26:39Z,main,lutzroeder,User,MIT,data\raw\candidate_repos\javascript_candidates_raw.json,100,screened,final_sample_only,True,4,3,,True,True,True,True,2025-01-01,5,True,True,True,test;test/backend.py;test/browser.spec.js;test/desktop.spec.js;test/measures.py;test/mock.js;test/models.js;test/models.json;test/playwright.config.js;test/playwright.reporter.js,.github/workflows/build.yml;.github/workflows/publish.yml,.github/ISSUE_TEMPLATE/bug_report.md;.github/ISSUE_TEMPLATE/feature_request.md;CONTRIBUTING.md,False,276,data\raw\repo_metadata\lutzroeder_netron_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,87,lutzroeder/netron,JavaScript,"{""CSS"":7221,""HTML"":52407,""JavaScript"":8603174,""Python"":180226,""Shell"":60015}",8603174,8903043,0.9663183700224743,0.7,True,2124,233,True,enriched,
JavaScript,False,,,12226786,MDEwOlJlcG9zaXRvcnkxMjIyNjc4Ng==,sharp,lovell/sharp,https://github.com/lovell/sharp,"High performance Node.js image processing, the fastest module to resize JPEG, PNG, WebP, AVIF and TIFF images. Uses the libvips library.",JavaScript,32180,32180,1400,123,False,False,True,False,2013-08-19T20:24:24Z,2026-04-28T19:01:56Z,2026-04-26T18:26:45Z,main,lovell,User,Apache-2.0,data\raw\candidate_repos\javascript_candidates_raw.json,102,screened,final_sample_only,True,4,3,,True,True,True,True,2025-01-01,5,True,True,True,test;test/bench;test/bench/Dockerfile;test/bench/package.json;test/bench/parallel.js;test/bench/perf.js;test/bench/random.js;test/bench/run-with-docker.sh;test/fixtures;test/fixtures/16-bit-grey-alpha.png,.github/workflows/ci.yml;.github/workflows/npm.yml,.github/CONTRIBUTING.md;.github/ISSUE_TEMPLATE/config.yml;.github/ISSUE_TEMPLATE/feature_request.md;.github/ISSUE_TEMPLATE/installation.md;.github/ISSUE_TEMPLATE/possible-bug.md;.github/ISSUE_TEMPLATE/question.md;.github/SECURITY.md,False,806,data\raw\repo_metadata\lovell_sharp_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,89,lovell/sharp,JavaScript,"{""C"":741,""C++"":198191,""Dockerfile"":796,""JavaScript"":764843,""Python"":11522,""Shell"":1020,""TypeScript"":20683}",764843,997796,0.7665324374922329,0.7,True,288,481,True,enriched,
JavaScript,False,,,31085130,MDEwOlJlcG9zaXRvcnkzMTA4NTEzMA==,lottie-web,airbnb/lottie-web,https://github.com/airbnb/lottie-web,"Render After Effects animations natively on Web, Android and iOS, and React Native. http://airbnb.io/lottie/",JavaScript,31822,31822,2922,847,False,False,True,False,2015-02-20T21:02:59Z,2026-04-28T11:56:42Z,2025-09-01T09:01:31Z,master,airbnb,Organization,MIT,data\raw\candidate_repos\javascript_candidates_raw.json,103,screened,final_sample_only,True,4,3,,True,True,True,True,2025-01-01,5,True,True,False,test;test/animations;test/animations/adrock.json;test/animations/bacon.json;test/animations/banner.json;test/animations/bm_ronda.json;test/animations/bodymovin.json;test/animations/dalek.json;test/animations/footage;test/animations/footage/data.json,.github/workflows/testAnimations.yml,,False,393,data\raw\repo_metadata\airbnb_lottie_web_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,90,airbnb/lottie-web,JavaScript,"{""HTML"":5671,""JavaScript"":5674246}",5674246,5679917,0.9990015699173069,0.7,True,14,18,True,enriched,
JavaScript,False,,,402046,MDEwOlJlcG9zaXRvcnk0MDIwNDY=,jsPDF,parallax/jsPDF,https://github.com/parallax/jsPDF,Client-side JavaScript PDF generation for everyone.,JavaScript,31225,31225,4806,111,False,False,True,False,2009-12-06T14:56:32Z,2026-04-28T17:32:55Z,2026-04-16T04:18:49Z,master,parallax,Organization,MIT,data\raw\candidate_repos\javascript_candidates_raw.json,104,screened,final_sample_only,True,4,3,,True,True,True,True,2025-01-01,5,True,True,True,test;test/.eslintrc.js;test/deployment;test/deployment/amd;test/deployment/amd/amd.spec.js;test/deployment/amd/karma.conf.js;test/deployment/amd/loadGlobals.js;test/deployment/esm;test/deployment/esm/asyncImportHelper.js;test/deployment/esm/esm.spec.js,.github/workflows/continuous-integration.yml;.github/workflows/npm-publish.yml;.github/workflows/stale.yml,.github/pull_request_template.md;CODE_OF_CONDUCT.md;CONTRIBUTING.md;SECURITY.md,False,1238,data\raw\repo_metadata\parallax_jspdf_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,91,parallax/jsPDF,JavaScript,"{""HTML"":17743,""JavaScript"":1395504,""TypeScript"":33841}",1395504,1447088,0.9643532390566434,0.7,True,40,179,True,enriched,
JavaScript,False,,,74260508,MDEwOlJlcG9zaXRvcnk3NDI2MDUwOA==,docsify,docsifyjs/docsify,https://github.com/docsifyjs/docsify,🃏 A magical documentation site generator.,JavaScript,31180,31180,5823,110,False,False,True,False,2016-11-20T07:55:43Z,2026-04-28T13:04:43Z,2026-04-28T02:27:04Z,develop,docsifyjs,Organization,MIT,data\raw\candidate_repos\javascript_candidates_raw.json,105,screened,final_sample_only,True,4,3,,True,True,True,True,2025-01-01,5,True,True,True,test;test/README.md;test/config;test/config/jest.setup-tests.js;test/config/jest.setup.js;test/config/jest.teardown.js;test/config/playwright.setup.js;test/config/playwright.teardown.js;test/config/server.js;test/consume-types,.github/workflows/crowdin.yml;.github/workflows/emoji.yml;.github/workflows/test.yml,.github/ISSUE_TEMPLATE/bug_report.yml;.github/ISSUE_TEMPLATE/config.yml;.github/ISSUE_TEMPLATE/feature_request.yml;.github/PULL_REQUEST_TEMPLATE.md;CONTRIBUTING.md;SECURITY.md,False,239,data\raw\repo_metadata\docsifyjs_docsify_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,92,docsifyjs/docsify,JavaScript,"{""CSS"":57188,""Dockerfile"":188,""HTML"":856,""JavaScript"":403232,""Shell"":1221,""TypeScript"":1266}",403232,463951,0.8691262654892434,0.7,True,141,220,True,enriched,
