repository_full_name,language_group,exclusion_reason,pre_sampling_exclusion_reasons,source_file,source_record_index
marcotcr/lime,JavaScript,closed_issue_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,367
CodeSeven/toastr,JavaScript,language_threshold_failed,language_threshold_failed;commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,368
CodeSeven/toastr,JavaScript,commit_threshold_failed,language_threshold_failed;commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,368
CodeSeven/toastr,JavaScript,closed_issue_threshold_failed,language_threshold_failed;commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,368
vuejs/vue,TypeScript,commit_threshold_failed,commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,372
anomalyco/opencode,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,375
langgenius/dify,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,376
yangshun/tech-interview-handbook,TypeScript,commit_threshold_failed,commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,377
iptv-org/iptv,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,379
clash-verge-rev/clash-verge-rev,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,380
firecrawl/firecrawl,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,382
supabase/supabase,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,385
immich-app/immich,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,387
mermaid-js/mermaid,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,393
garrytan/gstack,TypeScript,commit_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,395
garrytan/gstack,TypeScript,closed_issue_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,395
modelcontextprotocol/servers,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,396
realworld-apps/realworld,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,397
hoppscotch/hoppscotch,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,399
Stirling-Tools/Stirling-PDF,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,400
grafana/grafana,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,404
apache/superset,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,405
abi/screenshot-to-code,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,406
daytonaio/daytona,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,407
socketio/socket.io,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,414
nocodb/nocodb,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,415
paperclipai/paperclip,TypeScript,commit_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,419
paperclipai/paperclip,TypeScript,closed_issue_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,419
shareAI-lab/learn-claude-code,TypeScript,language_threshold_failed,language_threshold_failed;commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,422
shareAI-lab/learn-claude-code,TypeScript,commit_threshold_failed,language_threshold_failed;commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,422
shareAI-lab/learn-claude-code,TypeScript,closed_issue_threshold_failed,language_threshold_failed;commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,422
appwrite/appwrite,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,424
koala73/worldmonitor,TypeScript,language_threshold_failed,language_threshold_failed;commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,429
koala73/worldmonitor,TypeScript,commit_threshold_failed,language_threshold_failed;commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,429
koala73/worldmonitor,TypeScript,closed_issue_threshold_failed,language_threshold_failed;commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,429
ionic-team/ionic-framework,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,430
FlowiseAI/Flowise,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,431
lyswhut/lx-music-desktop,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,433
cypress-io/cypress,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,434
expo/expo,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,436
slab/quill,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,440
slidevjs/slidev,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,443
chenglou/pretext,TypeScript,commit_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,445
chenglou/pretext,TypeScript,closed_issue_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,445
siyuan-note/siyuan,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,460
vuetifyjs/vuetify,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,469
appsmithorg/appsmith,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,474
Kong/insomnia,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,478
NervJS/taro,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,484
portainer/portainer,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,485
mattermost/mattermost,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,490
TriliumNext/Trilium,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,495
jaredpalmer/formik,TypeScript,commit_threshold_failed,commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,501
ZuodaoTech/everyone-can-use-english,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,504
ruvnet/ruflo,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,505
immutable-js/immutable-js,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,512
Lissy93/web-check,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,513
NginxProxyManager/nginx-proxy-manager,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,517
floating-ui/floating-ui,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,518
abhigyanpatwari/GitNexus,TypeScript,commit_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,519
abhigyanpatwari/GitNexus,TypeScript,closed_issue_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,519
hasura/graphql-engine,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,521
niklasvh/html2canvas,TypeScript,language_threshold_failed,language_threshold_failed;commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,522
niklasvh/html2canvas,TypeScript,commit_threshold_failed,language_threshold_failed;commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,522
Yeachan-Heo/oh-my-claudecode,TypeScript,language_threshold_failed,language_threshold_failed;commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,523
Yeachan-Heo/oh-my-claudecode,TypeScript,commit_threshold_failed,language_threshold_failed;commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,523
Yeachan-Heo/oh-my-claudecode,TypeScript,closed_issue_threshold_failed,language_threshold_failed;commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,523
ReactiveX/rxjs,TypeScript,commit_threshold_failed,commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,526
microsoft/playwright-mcp,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,528
blakeblackshear/frigate,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,529
sequelize/sequelize,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,538
cheeriojs/cheerio,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,539
the1812/Bilibili-Evolved,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,544
heroui-inc/heroui,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,547
postcss/postcss,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,548
t3-oss/create-t3-app,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,549
qwibitai/nanoclaw,TypeScript,commit_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,554
qwibitai/nanoclaw,TypeScript,closed_issue_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,554
mobxjs/mobx,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,556
JedWatson/react-select,TypeScript,commit_threshold_failed,commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,558
Budibase/budibase,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,563
element-plus/element-plus,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,566
HumanSignal/label-studio,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,567
invoke-ai/InvokeAI,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,568
srbhr/Resume-Matcher,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,572
SigNoz/signoz,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,573
discordjs/discord.js,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,574
Molunerfinn/PicGo,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,575
Yeachan-Heo/oh-my-codex,TypeScript,commit_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,577
Yeachan-Heo/oh-my-codex,TypeScript,closed_issue_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,577
mattermost-community/focalboard,TypeScript,language_threshold_failed,language_threshold_failed;commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,582
mattermost-community/focalboard,TypeScript,commit_threshold_failed,language_threshold_failed;commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,582
anomalyco/sst,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,585
nilbuild/driver.js,TypeScript,language_threshold_failed,language_threshold_failed;commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,589
nilbuild/driver.js,TypeScript,commit_threshold_failed,language_threshold_failed;commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,589
wg-easy/wg-easy,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,590
hcengineering/platform,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,592
GoogleChromeLabs/squoosh,TypeScript,language_threshold_failed,language_threshold_failed;commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,597
GoogleChromeLabs/squoosh,TypeScript,commit_threshold_failed,language_threshold_failed;commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,597
responsively-org/responsively-app,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,601
Gitlawb/openclaude,TypeScript,commit_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,603
Gitlawb/openclaude,TypeScript,closed_issue_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,603
vuejs/devtools-v6,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,604
youzan/vant,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,607
electron-react-boilerplate/electron-react-boilerplate,TypeScript,commit_threshold_failed,commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,608
rahuldkjain/github-profile-readme-generator,TypeScript,commit_threshold_failed,commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,609
felixrieseberg/windows95,TypeScript,commit_threshold_failed,commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,610
jamiepine/voicebox,TypeScript,language_threshold_failed,language_threshold_failed;commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,615
jamiepine/voicebox,TypeScript,commit_threshold_failed,language_threshold_failed;commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,615
jamiepine/voicebox,TypeScript,closed_issue_threshold_failed,language_threshold_failed;commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,615
jquense/yup,TypeScript,commit_threshold_failed,commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,617
kriasoft/react-starter-kit,TypeScript,commit_threshold_failed,commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,618
tobi/qmd,TypeScript,closed_issue_threshold_failed,closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,619
usablica/intro.js,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,620
louislam/dockge,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,628
apify/crawlee,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,629
lfnovo/open-notebook,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,630
wechaty/wechaty,TypeScript,commit_threshold_failed,commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,632
beekeeper-studio/beekeeper-studio,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,633
react-bootstrap/react-bootstrap,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,634
emberjs/ember.js,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,635
multica-ai/multica,TypeScript,language_threshold_failed,language_threshold_failed;commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,637
multica-ai/multica,TypeScript,commit_threshold_failed,language_threshold_failed;commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,637
multica-ai/multica,TypeScript,closed_issue_threshold_failed,language_threshold_failed;commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,637
t4t5/sweetalert,TypeScript,language_threshold_failed,language_threshold_failed;commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,640
t4t5/sweetalert,TypeScript,commit_threshold_failed,language_threshold_failed;commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,640
t4t5/sweetalert,TypeScript,closed_issue_threshold_failed,language_threshold_failed;commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,640
supermemoryai/supermemory,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,641
wandb/openui,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,642
BuilderIO/gpt-crawler,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,643
react-grid-layout/react-grid-layout,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,645
QwikDev/qwik,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,648
react-dnd/react-dnd,TypeScript,commit_threshold_failed,commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,654
lit/lit,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,656
basarat/typescript-book,TypeScript,commit_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,658
basarat/typescript-book,TypeScript,closed_issue_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,658
aidenybai/react-scan,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,664
agentsmd/agents.md,TypeScript,commit_threshold_failed,commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,669
GeekyAnts/NativeBase,TypeScript,commit_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,675
GeekyAnts/NativeBase,TypeScript,closed_issue_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,675
bokeh/bokeh,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,677
TibixDev/winboat,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,679
wenyan-lang/wenyan,TypeScript,commit_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,680
wenyan-lang/wenyan,TypeScript,closed_issue_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,680
KaTeX/KaTeX,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,684
NVIDIA/NemoClaw,TypeScript,commit_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,689
NVIDIA/NemoClaw,TypeScript,closed_issue_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,689
wulkano/Kap,TypeScript,language_threshold_failed,language_threshold_failed;commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,701
wulkano/Kap,TypeScript,commit_threshold_failed,language_threshold_failed;commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,701
tensorflow/tfjs,TypeScript,commit_threshold_failed,commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,702
openobserve/openobserve,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,717
CapSoftware/Cap,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,721
wangeditor-team/wangEditor,TypeScript,commit_threshold_failed,commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,723
elizaOS/eliza,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,726
tusen-ai/naive-ui,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,727
snarktank/ralph,TypeScript,language_threshold_failed,language_threshold_failed;commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,730
snarktank/ralph,TypeScript,commit_threshold_failed,language_threshold_failed;commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,730
snarktank/ralph,TypeScript,closed_issue_threshold_failed,language_threshold_failed;commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,730
nhn/tui.editor,TypeScript,commit_threshold_failed,commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,732
oblador/react-native-vector-icons,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,736
justadudewhohacks/face-api.js,TypeScript,commit_threshold_failed,commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,737
reduxjs/redux-thunk,TypeScript,commit_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,738
reduxjs/redux-thunk,TypeScript,closed_issue_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,738
redwoodjs/graphql,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,739
vuejs/vitepress,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,740
CopyTranslator/CopyTranslator,TypeScript,language_threshold_failed,language_threshold_failed;commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,743
CopyTranslator/CopyTranslator,TypeScript,commit_threshold_failed,language_threshold_failed;commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,743
Tencent/vConsole,TypeScript,language_threshold_failed,language_threshold_failed;commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,747
Tencent/vConsole,TypeScript,commit_threshold_failed,language_threshold_failed;commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,747
labring/sealos,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,749
leon-ai/leon,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,751
claude-code-best/claude-code,TypeScript,commit_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,753
claude-code-best/claude-code,TypeScript,closed_issue_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,753
clauderic/dnd-kit,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,756
richards199999/Thinking-Claude,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,757
tanweai/pua,TypeScript,language_threshold_failed,language_threshold_failed;commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,758
tanweai/pua,TypeScript,commit_threshold_failed,language_threshold_failed;commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,758
tanweai/pua,TypeScript,closed_issue_threshold_failed,language_threshold_failed;commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,758
JimLiu/baoyu-skills,TypeScript,commit_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,762
JimLiu/baoyu-skills,TypeScript,closed_issue_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,762
umijs/qiankun,TypeScript,commit_threshold_failed,commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,765
THU-MAIC/OpenMAIC,TypeScript,commit_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,768
THU-MAIC/OpenMAIC,TypeScript,closed_issue_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,768
ustbhuangyi/better-scroll,TypeScript,language_threshold_failed,language_threshold_failed;commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,769
ustbhuangyi/better-scroll,TypeScript,commit_threshold_failed,language_threshold_failed;commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,769
ustbhuangyi/better-scroll,TypeScript,closed_issue_threshold_failed,language_threshold_failed;commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,769
tremorlabs/tremor-npm,TypeScript,commit_threshold_failed,commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,770
flatpickr/flatpickr,TypeScript,commit_threshold_failed,commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,771
vercel-labs/skills,TypeScript,commit_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,773
vercel-labs/skills,TypeScript,closed_issue_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,773
omnivore-app/omnivore,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,779
javascript-obfuscator/javascript-obfuscator,TypeScript,commit_threshold_failed,commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,781
