repository_full_name,language_group,exclusion_reason,pre_sampling_exclusion_reasons,source_file,source_record_index
jackwener/OpenCLI,JavaScript,commit_threshold_failed,language_threshold_failed;commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,204
jackwener/OpenCLI,JavaScript,closed_issue_threshold_failed,language_threshold_failed;commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,204
JacksonTian/fks,JavaScript,language_threshold_failed,language_threshold_failed;commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,205
JacksonTian/fks,JavaScript,commit_threshold_failed,language_threshold_failed;commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,205
JacksonTian/fks,JavaScript,closed_issue_threshold_failed,language_threshold_failed;commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,205
nosir/cleave.js,JavaScript,commit_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,206
nosir/cleave.js,JavaScript,closed_issue_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,206
aFarkas/lazysizes,JavaScript,language_threshold_failed,language_threshold_failed;commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,209
aFarkas/lazysizes,JavaScript,commit_threshold_failed,language_threshold_failed;commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,209
aFarkas/lazysizes,JavaScript,closed_issue_threshold_failed,language_threshold_failed;commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,209
nfl/react-helmet,JavaScript,commit_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,214
nfl/react-helmet,JavaScript,closed_issue_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,214
commitizen/cz-cli,JavaScript,commit_threshold_failed,commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,215
nondanee/UnblockNeteaseMusic,JavaScript,commit_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,216
nondanee/UnblockNeteaseMusic,JavaScript,closed_issue_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,216
Foundry376/Mailspring,JavaScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,217
julianshapiro/velocity,JavaScript,language_threshold_failed,language_threshold_failed;commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,218
julianshapiro/velocity,JavaScript,commit_threshold_failed,language_threshold_failed;commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,218
julianshapiro/velocity,JavaScript,closed_issue_threshold_failed,language_threshold_failed;commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,218
less/less.js,JavaScript,language_threshold_failed,language_threshold_failed;commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,220
less/less.js,JavaScript,commit_threshold_failed,language_threshold_failed;commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,220
BoostIO/BoostNote-Legacy,JavaScript,commit_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,221
BoostIO/BoostNote-Legacy,JavaScript,closed_issue_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,221
cure53/DOMPurify,JavaScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,222
getify/Functional-Light-JS,JavaScript,commit_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,224
getify/Functional-Light-JS,JavaScript,closed_issue_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,224
janl/mustache.js,JavaScript,commit_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,225
janl/mustache.js,JavaScript,closed_issue_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,225
defunkt/jquery-pjax,JavaScript,commit_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,226
defunkt/jquery-pjax,JavaScript,closed_issue_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,226
lowlighter/metrics,JavaScript,commit_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,228
lowlighter/metrics,JavaScript,closed_issue_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,228
twitter/typeahead.js,JavaScript,commit_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,229
twitter/typeahead.js,JavaScript,closed_issue_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,229
brix/crypto-js,JavaScript,commit_threshold_failed,commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,231
ai-shifu/ChatALL,JavaScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,232
mattboldt/typed.js,JavaScript,commit_threshold_failed,commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,234
dvajs/dva,JavaScript,commit_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,235
dvajs/dva,JavaScript,closed_issue_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,235
yabwe/medium-editor,JavaScript,commit_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,236
yabwe/medium-editor,JavaScript,closed_issue_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,236
iissnan/hexo-theme-next,JavaScript,commit_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,238
iissnan/hexo-theme-next,JavaScript,closed_issue_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,238
remarkjs/react-markdown,JavaScript,commit_threshold_failed,commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,240
maxwellito/vivus,JavaScript,language_threshold_failed,language_threshold_failed;commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,242
maxwellito/vivus,JavaScript,commit_threshold_failed,language_threshold_failed;commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,242
maxwellito/vivus,JavaScript,closed_issue_threshold_failed,language_threshold_failed;commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,242
auchenberg/volkswagen,JavaScript,commit_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,244
auchenberg/volkswagen,JavaScript,closed_issue_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,244
gpujs/gpu.js,JavaScript,commit_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,245
gpujs/gpu.js,JavaScript,closed_issue_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,245
stephentian/33-js-concepts,JavaScript,commit_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,246
stephentian/33-js-concepts,JavaScript,closed_issue_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,246
designmodo/Flat-UI,JavaScript,language_threshold_failed,language_threshold_failed;commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,248
designmodo/Flat-UI,JavaScript,commit_threshold_failed,language_threshold_failed;commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,248
designmodo/Flat-UI,JavaScript,closed_issue_threshold_failed,language_threshold_failed;commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,248
frappe/charts,JavaScript,commit_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,250
frappe/charts,JavaScript,closed_issue_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,250
leaningtech/webvm,JavaScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,252
openai/codex-plugin-cc,JavaScript,commit_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,253
openai/codex-plugin-cc,JavaScript,closed_issue_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,253
alsotang/node-lessons,JavaScript,commit_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,254
alsotang/node-lessons,JavaScript,closed_issue_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,254
OptimalBits/bull,JavaScript,commit_threshold_failed,commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,256
zhaoolee/ChineseBQB,JavaScript,language_threshold_failed,language_threshold_failed;commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,257
zhaoolee/ChineseBQB,JavaScript,commit_threshold_failed,language_threshold_failed;commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,257
zhaoolee/ChineseBQB,JavaScript,closed_issue_threshold_failed,language_threshold_failed;commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,257
exceljs/exceljs,JavaScript,commit_threshold_failed,commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,258
grab/front-end-guide,JavaScript,commit_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,259
grab/front-end-guide,JavaScript,closed_issue_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,259
paperjs/paper.js,JavaScript,commit_threshold_failed,commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,260
bower/bower,JavaScript,commit_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,262
bower/bower,JavaScript,closed_issue_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,262
showdownjs/showdown,JavaScript,commit_threshold_failed,commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,266
hapijs/hapi,JavaScript,commit_threshold_failed,commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,268
thomaspark/bootswatch,JavaScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,269
browserify/browserify,JavaScript,commit_threshold_failed,commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,270
automerge/automerge-classic,JavaScript,commit_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,271
automerge/automerge-classic,JavaScript,closed_issue_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,271
myliang/x-spreadsheet,JavaScript,commit_threshold_failed,commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,272
librespeed/speedtest,JavaScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,273
webrtc/samples,JavaScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,275
bootstrap-vue/bootstrap-vue,JavaScript,commit_threshold_failed,commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,279
marko-js/marko,JavaScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,281
forwardemail/supertest,JavaScript,commit_threshold_failed,commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,282
pandao/editor.md,JavaScript,commit_threshold_failed,commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,283
unbug/codelf,JavaScript,commit_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,285
unbug/codelf,JavaScript,closed_issue_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,285
http-party/node-http-proxy,JavaScript,commit_threshold_failed,commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,286
FormidableLabs/webpack-dashboard,JavaScript,commit_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,288
FormidableLabs/webpack-dashboard,JavaScript,closed_issue_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,288
zotero/zotero,JavaScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,289
adobe-webplatform/Snap.svg,JavaScript,commit_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,290
adobe-webplatform/Snap.svg,JavaScript,closed_issue_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,290
marcuswestin/store.js,JavaScript,commit_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,292
marcuswestin/store.js,JavaScript,closed_issue_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,292
cockpit-project/cockpit,JavaScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,293
openstf/stf,JavaScript,commit_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,294
openstf/stf,JavaScript,closed_issue_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,294
single-spa/single-spa,JavaScript,commit_threshold_failed,commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,295
HabitRPG/habitica,JavaScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,296
foreversd/forever,JavaScript,commit_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,297
foreversd/forever,JavaScript,closed_issue_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,297
shipshapecode/shepherd,JavaScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,299
pomber/git-history,JavaScript,commit_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,300
pomber/git-history,JavaScript,closed_issue_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,300
rabbitmq/rabbitmq-server,JavaScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,303
sql-js/sql.js,JavaScript,commit_threshold_failed,commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,304
louischatriot/nedb,JavaScript,commit_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,306
louischatriot/nedb,JavaScript,closed_issue_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,306
Anarios/return-youtube-dislike,JavaScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,308
zalmoxisus/redux-devtools-extension,JavaScript,commit_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,309
zalmoxisus/redux-devtools-extension,JavaScript,closed_issue_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,309
dcloudio/mui,JavaScript,language_threshold_failed,language_threshold_failed;commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,310
dcloudio/mui,JavaScript,commit_threshold_failed,language_threshold_failed;commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,310
mholt/PapaParse,JavaScript,commit_threshold_failed,commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,311
rwaldron/johnny-five,JavaScript,commit_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,312
rwaldron/johnny-five,JavaScript,closed_issue_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,312
egonSchiele/grokking_algorithms,JavaScript,language_threshold_failed,language_threshold_failed;commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,313
egonSchiele/grokking_algorithms,JavaScript,commit_threshold_failed,language_threshold_failed;commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,313
plasma-umass/scalene,JavaScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,315
RaspberryPiFoundation/blockly,JavaScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,316
graphql/dataloader,JavaScript,commit_threshold_failed,commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,317
you-dont-need/You-Dont-Need-Momentjs,JavaScript,commit_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,318
you-dont-need/You-Dont-Need-Momentjs,JavaScript,closed_issue_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,318
gabrielecirulli/2048,JavaScript,language_threshold_failed,language_threshold_failed;commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,319
gabrielecirulli/2048,JavaScript,commit_threshold_failed,language_threshold_failed;commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,319
gabrielecirulli/2048,JavaScript,closed_issue_threshold_failed,language_threshold_failed;commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,319
expo/create-react-native-app,JavaScript,commit_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,320
expo/create-react-native-app,JavaScript,closed_issue_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,320
Semantic-Org/Semantic-UI-React,JavaScript,commit_threshold_failed,commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,321
Flipboard/react-canvas,JavaScript,commit_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,322
Flipboard/react-canvas,JavaScript,closed_issue_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,322
strongloop/loopback,JavaScript,commit_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,323
strongloop/loopback,JavaScript,closed_issue_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,323
mdbootstrap/TW-Elements,JavaScript,commit_threshold_failed,commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,324
systemjs/systemjs,JavaScript,commit_threshold_failed,commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,327
andrewyng/context-hub,JavaScript,commit_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,328
andrewyng/context-hub,JavaScript,closed_issue_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,328
gnab/remark,JavaScript,language_threshold_failed,language_threshold_failed;commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,330
gnab/remark,JavaScript,commit_threshold_failed,language_threshold_failed;commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,330
gnab/remark,JavaScript,closed_issue_threshold_failed,language_threshold_failed;commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,330
alam00000/bentopdf,JavaScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,331
jwagner/smartcrop.js,JavaScript,commit_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,333
jwagner/smartcrop.js,JavaScript,closed_issue_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,333
GoogleChrome/workbox,JavaScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,334
nasa/openmct,JavaScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,335
requirejs/requirejs,JavaScript,language_threshold_failed,language_threshold_failed;commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,336
requirejs/requirejs,JavaScript,commit_threshold_failed,language_threshold_failed;commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,336
webpack/webpack-bundle-analyzer,JavaScript,commit_threshold_failed,commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,337
liyupi/ai-guide,JavaScript,closed_issue_threshold_failed,closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,338
uxsolutions/bootstrap-datepicker,JavaScript,commit_threshold_failed,commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,339
d2-projects/d2-admin,JavaScript,commit_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,340
d2-projects/d2-admin,JavaScript,closed_issue_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,340
node-inspector/node-inspector,JavaScript,commit_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,341
node-inspector/node-inspector,JavaScript,closed_issue_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,341
mailcow/mailcow-dockerized,JavaScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,342
advplyr/audiobookshelf,JavaScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,344
catdad/canvas-confetti,JavaScript,language_threshold_failed,language_threshold_failed;commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,345
catdad/canvas-confetti,JavaScript,commit_threshold_failed,language_threshold_failed;commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,345
redux-form/redux-form,JavaScript,commit_threshold_failed,commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,346
arkenfox/user.js,JavaScript,commit_threshold_failed,commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,348
piskelapp/piskel,JavaScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,349
segmentio/evergreen,JavaScript,commit_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,350
segmentio/evergreen,JavaScript,closed_issue_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,350
reactioncommerce/reaction,JavaScript,commit_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,352
reactioncommerce/reaction,JavaScript,closed_issue_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,352
casesandberg/react-color,JavaScript,commit_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,354
casesandberg/react-color,JavaScript,closed_issue_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,354
downshift-js/downshift,JavaScript,commit_threshold_failed,commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,355
BrowserSync/browser-sync,JavaScript,commit_threshold_failed,commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,356
gruntjs/grunt,JavaScript,commit_threshold_failed,commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,359
firebase/functions-samples,JavaScript,language_threshold_failed,language_threshold_failed;commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,360
firebase/functions-samples,JavaScript,commit_threshold_failed,language_threshold_failed;commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,360
react-dates/react-dates,JavaScript,commit_threshold_failed,commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,362
gaearon/react-hot-loader,JavaScript,commit_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,363
gaearon/react-hot-loader,JavaScript,closed_issue_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,363
VerbalExpressions/JSVerbalExpressions,JavaScript,commit_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,365
VerbalExpressions/JSVerbalExpressions,JavaScript,closed_issue_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,365
marcotcr/lime,JavaScript,commit_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,367
